MIF,MIF
MALL,BSCL2
FAM20B,BSCL2
ERMP1,BSCL2
TMEM19,BSCL2
OLFM4,BSCL2
SERP2,BSCL2
GMCL1,BSCL2
BMP10,BSCL2
HOXA1,BSCL2
GABARAPL1,BSCL2
CDS1,SLC13A4
ACKR2,SLC13A4
OPRD1,SLC13A4
DERL3,SLC13A4
SLC38A1,SLC13A4
SLC35E4,SLC13A4
GPR61,SLC13A4
IER3,SLC13A4
EOGT,SLC13A4
FCER1G,SLC13A4
CBLIF,SLC13A4
ERMP1,SLC13A4
IGFBP5,SLC13A4
SLC41A1,SLC13A4
TMEM60,SLC13A4
CERS4,SLC13A4
TMEM147,SLC13A4
CD79A,SLC13A4
CTRL,CLDN5
CNPY3,CLDN5
BTNL8,CLDN5
TMEM182,CLDN5
SGCG,CLDN5
PLPPR2,CLDN5
TF,CLDN5
CORIN,CLDN5
GYPA,CLDN5
SFTPC,CLDN5
TMEM190,CLDN5
CXCL9,CLDN5
CYB561A3,CLDN5
YIPF1,CLDN5
TSPAN2,CLDN5
MIP,CLDN5
PMP22,CLDN5
VAMP5,CLDN5
TMEM14C,CLDN5
TECR,CLDN5
ERMP1,CLDN5
TMEM140,CLDN5
ERG28,CLDN5
TMEM128,CLDN5
EHHADH,CLDN5
PLP2,CLDN5
RPRM,CLDN5
CTRL,FATE1
CD83,FATE1
NDUFB11,FATE1
PRRG2,FATE1
INPP5K,FATE1
PKMYT1,FATE1
SLC38A1,FATE1
MARCHF2,FATE1
SYNDIG1,FATE1
MOSPD3,FATE1
SEC23A,FATE1
SLC41A2,FATE1
UBE2I,FATE1
GINM1,FATE1
FRMD8,FATE1
CCDC70,FATE1
UNC93B1,FATE1
SLC7A1,FATE1
LNPEP,FATE1
SYNGR1,FATE1
APOL3,FATE1
YIPF4,FATE1
SLC7A14,FATE1
USP20,FATE1
FATE1,FATE1
CREB3L3,FATE1
TRAF3IP3,FATE1
SEC22A,FATE1
GOSR2,FATE1
PLP2,FATE1
BIK,FATE1
RBFA,FATE1
BNIP2,FATE1
EMD,FATE1
CERS4,FATE1
CDC37,FATE1
BCL2L2,FATE1
CD79A,FATE1
FAM209A,FATE1
CNPY3,KCNJ6
LPCAT2,KCNJ6
STATH,KCNJ6
ICMT,KCNJ6
PEX11G,KCNJ6
UNC50,KCNJ6
YIPF1,KCNJ6
UPK1B,KCNJ6
MIP,KCNJ6
PMP22,KCNJ6
PEX16,KCNJ6
PLLP,KCNJ6
TMEM218,KCNJ6
THSD7B,KCNJ6
TSPO2,KCNJ6
FXYD6,KCNJ6
AIG1,KCNJ6
UBIAD1,KCNJ6
FAM20B,KCNJ6
SCARF1,KCNJ6
HMOX2,KCNJ6
LEPROTL1,KCNJ6
ERG28,KCNJ6
ORMDL2,KCNJ6
BET1,KCNJ6
SCD,KCNJ6
BCL2L2,KCNJ6
CCDC28B,GRB2
TYRO3,GRB2
SPRY2,GRB2
ZNF474,GRB2
SPATA2L,GRB2
CPSF7,GRB2
GAREM1,GRB2
BTG1,GRB2
ZNF341,GRB2
WASF1,GRB2
SF3A2,GRB2
TXK,GRB2
MED19,GRB2
PLEKHA7,GRB2
ZNF620,GRB2
LCP2,GRB2
GAB2,GRB2
VAV3,GRB2
SH2D4A,GRB2
TRIB3,GRB2
ERRFI1,GRB2
AGR2,GRB2
IKZF3,GRB2
DDIT4L,GRB2
NUTM2F,GRB2
ANKRD23,GRB2
VPS37C,GRB2
PIK3R3,GRB2
C12orf10,GRB2
CCDC28B,SCNM1
IRAK1BP1,SCNM1
FANCL,SCNM1
NDUFB7,SCNM1
CYTIP,SCNM1
ZNF547,SCNM1
CHIC2,SCNM1
CCDC74B,SCNM1
AKAP9,SCNM1
LCN2,SCNM1
RBAK,SCNM1
GIGYF1,SCNM1
CDR2,SCNM1
PIH1D1,SCNM1
RBM48,SCNM1
TNNI1,SCNM1
FRS3,SCNM1
PPP1R16B,SCNM1
ZNF20,SCNM1
ZBTB1,SCNM1
STX11,SCNM1
AVPI1,SCNM1
TRIM54,SCNM1
PSTPIP1,SCNM1
PRDM14,SCNM1
PRR5L,SCNM1
SMARCD1,SCNM1
FNDC11,SCNM1
TRIB3,SCNM1
BACH2,SCNM1
CDR2L,SCNM1
CCDC136,SCNM1
CEP70,SCNM1
JAKMIP1,SCNM1
HMG20A,SCNM1
KATNBL1,SCNM1
COG6,SCNM1
ADAMTSL4,SCNM1
HOOK2,SCNM1
MYLIP,SCNM1
LHX3,SCNM1
MIPOL1,SCNM1
CIB3,SCNM1
USHBP1,SCNM1
REL,SCNM1
IKZF3,SCNM1
CTDSP1,SCNM1
TAX1BP1,SCNM1
MRPL28,SCNM1
LRP2BP,SCNM1
BLZF1,SCNM1
TRIM23,SCNM1
VIM,SCNM1
HSF2BP,SCNM1
MYO1F,SCNM1
CALCOCO2,SCNM1
KRT34,SCNM1
TRAF2,SCNM1
SORBS3,SCNM1
FHL2,SCNM1
FHL5,SCNM1
PICK1,SCNM1
ZMYND12,SCNM1
HMBOX1,SCNM1
MTUS2,SCNM1
PPP1R16A,SCNM1
ZNF19,SCNM1
MORN3,SCNM1
TP53BP2,SCNM1
KIFC3,SCNM1
KRT33B,SCNM1
PFDN5,SCNM1
PBX4,SCNM1
TLE5,SCNM1
CEP76,SCNM1
TFIP11,SCNM1
CARD10,SCNM1
LZTS1,SCNM1
HOMER3,SCNM1
TRAF1,SCNM1
MDFI,SCNM1
GAS8,SCNM1
PIBF1,SCNM1
LNX1,SCNM1
ZNF76,SCNM1
KRT31,SCNM1
BCAS4,DPY30
PSMD14,DPY30
ASH2L,DPY30
GPATCH2,DPY30
RSPH3,DPY30
DYDC2,DPY30
CDK17,DPY30
PXN,DPY30
DPY30,DPY30
CREB3L3,DPY30
FAM136A,DPY30
B9D2,PPP1R32
FKBP6,PPP1R32
COX5B,PPP1R32
TGM7,PPP1R32
FRS3,PPP1R32
UNKL,PPP1R32
BCAS2,PPP1R32
PLA2G10,PPP1R32
PRDM14,PPP1R32
ATN1,PPP1R32
CSTF2,PPP1R32
TRIB3,PPP1R32
COG6,PPP1R32
CTDSP1,PPP1R32
HSF2BP,PPP1R32
SLAIN1,PPP1R32
TRAF2,PPP1R32
FHL2,PPP1R32
FHL5,PPP1R32
ZMYND12,PPP1R32
AKAP8L,PPP1R32
LMO2,PPP1R32
KCTD9,PPP1R32
OIP5,PPP1R32
PFDN5,PPP1R32
HOMER3,PPP1R32
TRAF1,PPP1R32
BAG4,PPP1R32
FAM168B,PPP1R32
LMO4,PPP1R32
TFG,PPP1R32
DTX2,PPP1R32
LASP1,PPP1R32
KRT31,PPP1R32
HOXA1,PPP1R32
B9D2,SPAG8
CFP,SPAG8
SNRPB,SPAG8
RNF125,SPAG8
SERGEF,SPAG8
CDC23,SPAG8
PLA2G10,SPAG8
USP2,SPAG8
PHF1,SPAG8
SNRPC,SPAG8
CSTF2,SPAG8
TRIB3,SPAG8
PATZ1,SPAG8
UBQLN1,SPAG8
CCNC,SPAG8
ZBTB32,SPAG8
UBAP2,SPAG8
SMUG1,SPAG8
YPEL3,SPAG8
KRT34,SPAG8
PFDN5,SPAG8
TTC23,SPAG8
SMYD1,SPAG8
INTS11,SPAG8
TEKT3,SPAG8
PITX1,SPAG8
DMRT3,SPAG8
LASP1,SPAG8
MEOX1,SPAG8
B9D2,VPS25
SDCBP2,VPS25
SPG21,VPS25
PICK1,VPS25
B9D2,ALKBH7
KIAA1217,ALKBH7
C20orf85,ALKBH7
G0S2,BCL2L1
GNLY,BCL2L1
BCL2L11,BCL2L1
BMF,BCL2L1
TMEM50B,BCL2L1
UBE2I,BCL2L1
RNF4,BCL2L1
BAK1,BCL2L1
ELOVL4,BCL2L1
REEP4,BCL2L1
RIC3,BCL2L1
GORAB,BCL2L1
ERGIC3,BCL2L1
BIK,BCL2L1
RHBDD2,BCL2L1
GOLM1,BCL2L1
MTIF3,BCL2L1
BAD,BCL2L1
G0S2,BCL2L2
BMF,BCL2L2
SAR1A,BCL2L2
MGST2,BCL2L2
BAK1,BCL2L2
PANX1,BCL2L2
GORAB,BCL2L2
BIK,BCL2L2
SLC35C2,BCL2L2
RHBDD2,BCL2L2
BAD,BCL2L2
CD79A,BCL2L2
RASGEF1B,TSGA10IP
UHMK1,TSGA10IP
KRT24,TSGA10IP
MIS18A,TSGA10IP
KHDRBS3,TSGA10IP
LIPE,TSGA10IP
TRIM5,TSGA10IP
LCA5L,TSGA10IP
RBM4B,TSGA10IP
CBY2,TSGA10IP
SSX2IP,TSGA10IP
CDR2,TSGA10IP
ARHGEF9,TSGA10IP
AP1B1,TSGA10IP
FCHSD2,TSGA10IP
BICDL2,TSGA10IP
FRS3,TSGA10IP
ROPN1,TSGA10IP
STX11,TSGA10IP
MSS51,TSGA10IP
MBD3L1,TSGA10IP
MEIS3,TSGA10IP
PSTPIP1,TSGA10IP
TBC1D1,TSGA10IP
DYDC1,TSGA10IP
TRIM50,TSGA10IP
RUNDC3A,TSGA10IP
TRIP6,TSGA10IP
SAAL1,TSGA10IP
AMOTL2,TSGA10IP
CDKN2D,TSGA10IP
NAB2,TSGA10IP
CDR2L,TSGA10IP
CCDC88B,TSGA10IP
CCDC136,TSGA10IP
CEP70,TSGA10IP
STX1A,TSGA10IP
CCDC120,TSGA10IP
JAKMIP1,TSGA10IP
KRT36,TSGA10IP
BIRC7,TSGA10IP
GRIPAP1,TSGA10IP
TSC1,TSGA10IP
HOOK2,TSGA10IP
MIPOL1,TSGA10IP
EFHC1,TSGA10IP
SPG21,TSGA10IP
IKZF3,TSGA10IP
TEKT1,TSGA10IP
HSF2BP,TSGA10IP
CALCOCO2,TSGA10IP
TRAF2,TSGA10IP
NCOA5,TSGA10IP
SORBS3,TSGA10IP
PICK1,TSGA10IP
PRDM6,TSGA10IP
ZRANB1,TSGA10IP
AKAP8L,TSGA10IP
CCDC102B,TSGA10IP
HMBOX1,TSGA10IP
PARVG,TSGA10IP
C1orf109,TSGA10IP
MTUS2,TSGA10IP
LMO2,TSGA10IP
GOLGA2,TSGA10IP
GOLGA6A,TSGA10IP
KIFC3,TSGA10IP
TLE5,TSGA10IP
TTC23,TSGA10IP
TFIP11,TSGA10IP
TRAF4,TSGA10IP
LZTS1,TSGA10IP
RBPMS,TSGA10IP
MDFI,TSGA10IP
GAS8,TSGA10IP
MEOX2,TSGA10IP
HDDC3,CCHCR1
BFSP1,CCHCR1
RBM17,CCHCR1
STARD4,CCHCR1
HAUS8,CCHCR1
BLOC1S2,CCHCR1
PROSER3,CCHCR1
EXOC1,CCHCR1
IFT20,CCHCR1
CNOT2,CCHCR1
KRT24,CCHCR1
DMAP1,CCHCR1
RABGEF1,CCHCR1
IQCC,CCHCR1
HAUS1,CCHCR1
ZWINT,CCHCR1
KRT18,CCHCR1
GNG13,CCHCR1
BORCS6,CCHCR1
NDC80,CCHCR1
TSG101,CCHCR1
CBY2,CCHCR1
PFDN6,CCHCR1
RINT1,CCHCR1
EXOC4,CCHCR1
DEUP1,CCHCR1
KRT16,CCHCR1
CCDC197,CCHCR1
CDR2,CCHCR1
MED4,CCHCR1
LHX8,CCHCR1
KIAA0753,CCHCR1
TSHZ3,CCHCR1
FSD2,CCHCR1
SAT1,CCHCR1
NME7,CCHCR1
HGFAC,CCHCR1
ZGPAT,CCHCR1
PLEKHA7,CCHCR1
SAMD11,CCHCR1
STX11,CCHCR1
TXLNA,CCHCR1
ABI1,CCHCR1
ZNF620,CCHCR1
ING5,CCHCR1
TRIM54,CCHCR1
BICD2,CCHCR1
DYDC1,CCHCR1
CRACR2A,CCHCR1
CFAP53,CCHCR1
PKP2,CCHCR1
TXLNB,CCHCR1
EXOC8,CCHCR1
KRT75,CCHCR1
ANKRD11,CCHCR1
DTNB,CCHCR1
SYCE1,CCHCR1
AMOTL2,CCHCR1
PPP1R13B,CCHCR1
PCM1,CCHCR1
SMARCE1,CCHCR1
RALBP1,CCHCR1
TACC3,CCHCR1
CEP63,CCHCR1
POU6F2,CCHCR1
CDR2L,CCHCR1
GOLGA6L9,CCHCR1
KRT27,CCHCR1
CCDC88B,CCHCR1
CCDC136,CCHCR1
CCNC,CCHCR1
CEP55,CCHCR1
ZNF774,CCHCR1
COG6,CCHCR1
KRT36,CCHCR1
STMN2,CCHCR1
ZBTB16,CCHCR1
USHBP1,CCHCR1
SPG21,CCHCR1
IKZF3,CCHCR1
RUSC1,CCHCR1
DISC1,CCHCR1
KRT19,CCHCR1
TEKT1,CCHCR1
NFKBID,CCHCR1
SPAG5,CCHCR1
NUP54,CCHCR1
CTAG1B,CCHCR1
ZNF655,CCHCR1
EFHC2,CCHCR1
HSF2BP,CCHCR1
ABI2,CCHCR1
KRT34,CCHCR1
TRAF2,CCHCR1
SORBS3,CCHCR1
VPS9D1,CCHCR1
PRDM6,CCHCR1
MCRS1,CCHCR1
TRIML2,CCHCR1
CCDC102B,CCHCR1
C1orf109,CCHCR1
RBM41,CCHCR1
MID2,CCHCR1
MBD3,CCHCR1
MTUS2,CCHCR1
OIP5,CCHCR1
KRT35,CCHCR1
EXOC7,CCHCR1
KRT15,CCHCR1
GOLGA2,CCHCR1
CEP57,CCHCR1
TEX9,CCHCR1
KIFC3,CCHCR1
CCDC33,CCHCR1
WASHC3,CCHCR1
RCOR3,CCHCR1
TFIP11,CCHCR1
LZTS1,CCHCR1
TRAF1,CCHCR1
CCHCR1,CCHCR1
TEX33,CCHCR1
TPM3,CCHCR1
GAS8,CCHCR1
TPM1,CCHCR1
TSGA10,CCHCR1
LENG1,CCHCR1
CDC37,CCHCR1
PIBF1,CCHCR1
ATG5,CCHCR1
MAD1L1,CCHCR1
WDYHV1,CCHCR1
KRT31,CCHCR1
COPS7B,BEX5
PACRGL,BEX5
LSM1,BEX5
GNG13,BEX5
ING3,BEX5
MORF4L2,BEX5
FARS2,BEX5
BFSP2,BEX5
NDUFAB1,BEX5
H2BW1,PPP1R2B
PPP1CC,PPP1R2B
PPP1CB,PPP1R2B
PI16,ATP6V0C
CD69,ATP6V0C
EDA2R,ATP6V0C
DNAJC1,ATP6V0C
EVI2A,ATP6V0C
MCEMP1,ATP6V0C
TMEM9,ATP6V0C
ERH,ATP6V0C
SLC35E3,ATP6V0C
CLEC2D,ATP6V0C
ASGR2,ATP6V0C
CLEC14A,ATP6V0C
FAM210B,ATP6V0C
VSIR,ATP6V0C
GPR25,ATP6V0C
MSR1,ATP6V0C
SLC7A1,ATP6V0C
FFAR2,ATP6V0C
SPACA1,ATP6V0C
GPR42,ATP6V0C
KLRC1,ATP6V0C
CD53,ATP6V0C
TMEM31,ATP6V0C
ZCCHC12,ATP6V0C
TMEM139,ATP6V0C
LRRC25,ATP6V0C
CPLX4,ATP6V0C
GPR152,ATP6V0C
SSMEM1,ATP6V0C
OPRM1,ATP6V0C
SUSD3,ATP6V0C
STOM,ATP6V0C
HSD17B13,ATP6V0C
SCN3B,ATP6V0C
AQP6,ATP6V0C
RETREG3,ATP6V0C
CD79A,ATP6V0C
NIPAL3,ATP6V0C
NDUFAF4,NDUFAF3
RNF146,NDUFAF3
UHMK1,NDUFAF3
SNRPA,NDUFAF3
MBD3L1,NDUFAF3
POU2AF1,NDUFAF3
CABP2,NDUFAF3
KRT27,NDUFAF3
AGTRAP,NDUFAF3
AMD1,THAP4
CACNG1,THAP4
CPNE2,THAP4
TNFRSF10D,THAP4
NDRG4,THAP4
SCAMP1,THAP4
MAL2,THAP4
CD81,THAP4
TPD52,THAP4
GPR37L1,THAP4
TTPA,THAP4
BSND,THAP4
MS4A1,THAP4
CTSA,THAP4
SLC30A8,THAP4
SYP,THAP4
RMDN2,THAP4
CMTM7,THAP4
THAP4,THAP4
CLCA4,THAP4
CMTM5,THAP4
AIG1,THAP4
IGFBP5,THAP4
TMEM86A,THAP4
FKBP7,THAP4
LPAR3,THAP4
PLP2,THAP4
TMEM60,THAP4
AMD1,AMD1
ATG101,ATG13
HOXC11,PSMA1
SLF2,PSMA1
PSMA2,PSMA1
GSDMD,PSMA1
SPDEF,PSMA1
COG4,PSMA1
PSMA3,PSMA1
MKNK2,PSMA1
CABP5,PSMA1
MAPK1,PSMA1
IPO13,PSMA1
CRX,PSMA1
KRT37,PSMA1
TRAF5,PSMA1
YPEL5,PSMA1
BANF2,PSMA1
ROPN1,PSMA1
RFC2,PSMA1
RBCK1,PSMA1
DEF6,PSMA1
FNDC11,PSMA1
MIEF1,PSMA1
CCDC136,PSMA1
CEP70,PSMA1
AGR2,PSMA1
PSMB1,PSMA1
HOOK2,PSMA1
MAPRE1,PSMA1
CINP,PSMA1
PICK1,PSMA1
MID2,PSMA1
KCTD9,PSMA1
LZTS1,PSMA1
HOMER3,PSMA1
ACTN2,PSMA1
HOXC11,TRIP10
WASL,TRIP10
SH3BP1,TRIP10
WASF1,TRIP10
SF3A2,TRIP10
SMARCE1,TRIP10
PAX6,TRIP10
TRIP10,TRIP10
MEOX1,TRIP10
MEOX2,TRIP10
TAF6L,TAF9
DRAP1,TAF9
KPNA6,TAF9
TAF6L,TAF9B
DRAP1,TAF9B
ESPNL,SERTAD2
ATG12,SERTAD2
HELLS,SERTAD2
ZNF524,SERTAD2
IGFN1,SERTAD2
STRA8,SERTAD2
KAT5,SERTAD2
PRKAB2,SERTAD2
ZNF581,SERTAD2
CDC7,SERTAD2
CKS1B,SERTAD2
PARVG,SERTAD2
C1orf109,SERTAD2
TNS2,SERTAD2
PIK3R3,SERTAD2
PFDN2,ZNF726
PFDN2,DBI
DDIT4L,DBI
MAP2K5,DUSP21
TOX3,DUSP21
FAAP20,DUSP21
POU4F3,DUSP21
ATP23,DUSP21
RFX6,DUSP21
SUOX,DUSP21
ZMAT1,DUSP21
CPNE7,DUSP21
USP2,DUSP21
TEX11,DUSP21
CTBP2,DUSP21
KRTAP11-1,DUSP21
KLHL20,DUSP21
GORASP2,DUSP21
EYA2,DUSP21
OIP5,DUSP21
KRT33B,DUSP21
TRAF1,DUSP21
UBQLN2,DUSP21
MAP2K5,MAPK7
ZKSCAN1,MAPK7
CCDC6,MAPK7
MAP2K5,SQSTM1
MAP1LC3B,SQSTM1
MAP1LC3A,SQSTM1
KEAP1,SQSTM1
SQSTM1,SQSTM1
CDC37,SQSTM1
GABARAPL1,SQSTM1
GABARAPL2,SQSTM1
MAP2K5,GUCD1
CTH,GUCD1
PCSK5,GUCD1
ID3,GUCD1
RSPO4,GUCD1
ZNF835,GUCD1
RUNX3,GUCD1
TFAP2D,GUCD1
KATNBL1,GUCD1
PSMA1,GUCD1
TOLLIP,GUCD1
LHX3,GUCD1
YPEL3,GUCD1
PCBD2,GUCD1
FCHO1,GUCD1
PFDN5,GUCD1
LASP1,GUCD1
LNX1,GUCD1
HOXA1,GUCD1
FUCA2,GUCD1
TXN2,GUCD1
MEOX2,GUCD1
DOK4,PAX8
TLE5,PAX8
GCM2,PAX8
PEX14,MARF1
UBE3A,MARF1
GSC2,MARF1
GIPC1,PLEKHA2
SNTG1,PLEKHA2
M1AP,PLEKHA2
DLG2,PLEKHA2
DLG3,PLEKHA2
GIPC2,PLEKHA2
EGLN3,PLEKHA2
COG6,PLEKHA2
TRIM23,PLEKHA2
TEPSIN,PLEKHA2
HSF2BP,PLEKHA2
FHL5,PLEKHA2
GOLGA2,PLEKHA2
LNX1,PLEKHA2
DDX54,ZNF394
ZBTB47,ZNF394
NUDT10,TRIM8
UBE2D4,TRIM8
UBE2D1,TRIM8
OTUB2,TRIM8
TNIP3,TRIM8
DCUN1D1,TRIM8
RNF168,TRIM8
UBASH3A,TRIM8
UBE2L6,TRIM8
USP5,TRIM8
FAM124B,TRIM8
LONRF1,TRIM8
UBXN7,TRIM8
TNS2,TRIM8
LNX1,TRIM8
HOXA1,TRIM8
TNPO2,TRIM8
MKLN1,MKLN1
CYREN,MKLN1
CYREN,ERCC6L2
TCP11L1,ERCC6L2
PRIM2,PRIM1
RAMP3,KRTAP5-3
FBXO34,KRTAP5-3
LCE3D,KRTAP5-3
NR4A3,KRTAP5-3
RGS17,KRTAP5-3
LCE3A,KRTAP5-3
LCE2C,KRTAP5-3
LCE5A,KRTAP5-3
LCE3E,KRTAP5-3
LCE1D,KRTAP5-3
CRCT1,KRTAP5-3
SMCP,KRTAP5-3
POU4F2,KRTAP5-3
KRTAP11-1,KRTAP5-3
KRTAP15-1,KRTAP5-3
ADAMTSL4,KRTAP5-3
ECM1,KRTAP5-3
GLRX3,KRTAP5-3
KRTAP10-8,KRTAP5-3
CATSPER1,KRTAP5-3
OTX1,KRTAP5-3
LCE4A,KRTAP5-3
LCE1A,KRTAP5-3
NUFIP2,KRTAP5-3
HOXA1,KRTAP5-3
FUCA2,KRTAP5-3
MEOX2,KRTAP5-3
POLM,CEP55
RBM17,CEP55
ANXA11,CEP55
TSG101,CEP55
MORF4L2,CEP55
RBM22,CEP55
DTNB,CEP55
CDC45,CEP55
LRRC23,CEP55
PLEKHG6,CEP55
ENKD1,CEP55
C1orf109,CEP55
SDCBP,CEP55
WASHC3,CEP55
TFG,CEP55
CDC37,CEP55
POLM,USHBP1
BFSP1,USHBP1
BRAT1,USHBP1
KLC3,USHBP1
TIMM13,USHBP1
CDKN1A,USHBP1
MIIP,USHBP1
BICRAL,USHBP1
SRI,USHBP1
NDC80,USHBP1
SCT,USHBP1
ABHD11,USHBP1
KRT37,USHBP1
PPP2R5A,USHBP1
TASOR2,USHBP1
HMG20B,USHBP1
SAT1,USHBP1
ZFYVE26,USHBP1
TXLNA,USHBP1
FAM110A,USHBP1
BCAS2,USHBP1
PPP1R12C,USHBP1
SMARCD1,USHBP1
CCDC28A,USHBP1
EXOC8,USHBP1
PKN1,USHBP1
MAGEB4,USHBP1
CDC5L,USHBP1
USP2,USHBP1
CEP68,USHBP1
CYTH4,USHBP1
SPG21,USHBP1
BLZF1,USHBP1
ENKD1,USHBP1
PAX6,USHBP1
PICK1,USHBP1
MYOG,USHBP1
OIP5,USHBP1
RCOR3,USHBP1
PBX4,USHBP1
TTC23,USHBP1
NECAB2,USHBP1
CDC37,USHBP1
TTC7B,RAB3IL1
RAB3A,RAB3IL1
STX1A,RAB3IL1
COG6,RAB3IL1
CTDSP1,RAB3IL1
HSF2BP,RAB3IL1
KRT34,RAB3IL1
FHL5,RAB3IL1
MTUS2,RAB3IL1
FAM126A,TTC7B
COG6,TTC7B
RUSC1,TTC7B
FAM126B,TTC7B
NPY,NR1H2
MDFI,NR1H2
OCM,CKMT1B
CKM,CKMT1B
ASB9,CKMT1B
HPCA,CKMT1B
RXRG,CKMT1B
PSMC3,CKMT1B
PPP1R16A,CKMT1B
CTNNA3,CKMT1B
NUTF2,CKMT1B
OCM,CKMT1A
CKM,CKMT1A
ASB9,CKMT1A
HPCA,CKMT1A
RXRG,CKMT1A
PSMC3,CKMT1A
PPP1R16A,CKMT1A
CTNNA3,CKMT1A
NUTF2,CKMT1A
ZMIZ2,SS18L1
MAPK1IP1L,SS18L1
SSBP3,SS18L1
BICRAL,SS18L1
C1orf94,SS18L1
ZMYND19,SS18L1
TNK1,SS18L1
SF3B4,SS18L1
PAX8,SS18L1
ATN1,SS18L1
NAF1,SS18L1
CEP55,SS18L1
USP54,SS18L1
BAG4,SS18L1
ZMIZ2,FRS3
ID2,FRS3
MIIP,FRS3
PCSK5,FRS3
GATA1,FRS3
ZNF446,FRS3
WDR83,FRS3
ID3,FRS3
STK16,FRS3
FRS3,FRS3
UNKL,FRS3
CCN3,FRS3
TRIP6,FRS3
PLLP,FRS3
KATNBL1,FRS3
YPEL3,FRS3
POF1B,FRS3
BLZF1,FRS3
KRT34,FRS3
PRDM6,FRS3
KRT33B,FRS3
TLE5,FRS3
TRAF4,FRS3
DMRT3,FRS3
KRT31,FRS3
HOXA1,FRS3
ZMIZ2,PIN1
NEUROD4,PIN1
BRD8,PIN1
GLI1,PIN1
MYF5,PIN1
TOX3,PIN1
PLEKHG2,PIN1
NR4A3,PIN1
TP63,PIN1
BCL11A,PIN1
ZNF446,PIN1
PLAGL2,PIN1
KRT37,PIN1
AMOT,PIN1
GMEB2,PIN1
ATN1,PIN1
TFPT,PIN1
CCDC6,PIN1
FOXN1,PIN1
EFS,PIN1
PAX6,PIN1
TRAF2,PIN1
FHL5,PIN1
EYA2,PIN1
CEP76,PIN1
MDFI,PIN1
TNS2,PIN1
KRT31,PIN1
MEOX1,PIN1
HOXA1,PIN1
FUCA2,PIN1
MEOX2,PIN1
ZMIZ2,GCM2
SSBP1,GCM2
TOX3,GCM2
CRX,GCM2
CEACAM6,GCM2
GSC2,GCM2
POU6F2,GCM2
LHX3,GCM2
YPEL3,GCM2
PAX6,GCM2
TRAF1,GCM2
LASP1,GCM2
HOXA1,GCM2
MEOX2,GCM2
PRM2,SDCBP2
RPL22,SDCBP2
TNNT1,SDCBP2
NOP56,SDCBP2
LGALS2,SDCBP2
YTHDC1,SDCBP2
DMC1,SDCBP2
PAFAH1B3,SDCBP2
ZCCHC17,SDCBP2
PHC1,SDCBP2
CRY2,SDCBP2
AP1M1,SDCBP2
SYT17,SDCBP2
LAX1,GRB7
TGM5,GRB7
TCF12,GRB7
USP2,GRB7
FAM124B,GRB7
FCHO1,GRB7
PICK1,GRB7
CCRL2,C4orf3
SLC41A3,C4orf3
SYNPR,C4orf3
SHISAL1,C4orf3
SLC14A2,C4orf3
TMEM45B,C4orf3
LAPTM5,C4orf3
MS4A3,C4orf3
RHCG,C4orf3
DEGS1,C4orf3
RHBDL1,C4orf3
TMEM101,C4orf3
GPR61,C4orf3
TMEM248,C4orf3
PTGES,C4orf3
TM4SF19,C4orf3
TMEM237,C4orf3
FFAR2,C4orf3
NCAPH2,C4orf3
MMD,C4orf3
CISD2,C4orf3
HHATL,C4orf3
STX1A,C4orf3
PLEKHO1,C4orf3
EBP,C4orf3
SLC19A3,C4orf3
ERGIC3,C4orf3
BIK,C4orf3
SLC35C2,C4orf3
AQP6,C4orf3
MFSD14B,C4orf3
RETREG3,C4orf3
TIMMDC1,C4orf3
CD79A,C4orf3
CREB3L1,C4orf3
FAM209A,C4orf3
BCL2L13,C4orf3
TMEM39B,PDZK1IP1
GALNT15,PDZK1IP1
PGAP2,PDZK1IP1
TMEM101,PDZK1IP1
APOA2,PDZK1IP1
SFXN2,PDZK1IP1
EMC6,PDZK1IP1
STX12,PDZK1IP1
ICMT,PDZK1IP1
CD81,PDZK1IP1
TMEM109,PDZK1IP1
NUMB,PDZK1IP1
ASGR1,PDZK1IP1
UPK1B,PDZK1IP1
MIP,PDZK1IP1
PMP22,PDZK1IP1
TMEM14A,PDZK1IP1
PEX16,PDZK1IP1
CYB5B,PDZK1IP1
TMEM14C,PDZK1IP1
TSPO2,PDZK1IP1
VAMP3,PDZK1IP1
SLC35B1,PDZK1IP1
TMEM97,PDZK1IP1
FCER1G,PDZK1IP1
AIG1,PDZK1IP1
IGFBP5,PDZK1IP1
TMEM140,PDZK1IP1
TMEM86A,PDZK1IP1
LEPROTL1,PDZK1IP1
ERG28,PDZK1IP1
PLP2,PDZK1IP1
HMOX1,PDZK1IP1
AQP6,PDZK1IP1
SDCBP,PDZK1IP1
TMEM14B,PDZK1IP1
FABP3,SHTN1
SHTN1,SHTN1
EXOC6B,SHTN1
ZCCHC17,SHTN1
NME7,SHTN1
TNIP1,SHTN1
TP53BP2,SHTN1
ACKR2,SACM1L
MTERF2,SACM1L
RTN3,SACM1L
SLC35A5,SACM1L
DHRS7,SACM1L
ZFYVE27,SACM1L
RNF19B,SACM1L
GPR151,SACM1L
SLC7A1,SACM1L
VEZT,SACM1L
JAGN1,SACM1L
FFAR2,SACM1L
SLC10A6,SACM1L
ODF4,SACM1L
GPR152,SACM1L
EBP,SACM1L
SLC35C2,SACM1L
FMO3,SACM1L
SLC10A1,SACM1L
HSD17B13,SACM1L
